norm_name,raw_name,sources,source_count,ida_ny,ida_oh,nursing_home,charter_school,faith_hospital,oge_trade,fara,capitol_trade,water_epa,opioid,hrsa_340b,opioid_vendor,fara_principal,dol_whd,nih_exporter,osha,msha,cfpb,sam_gov,usaspending
INNOVATIVE LIFE SAFETY SOLUTIONS,INNOVATIVE LIFE SAFETY SOLUTIONS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INNOVATIVE MANAGEMENT CONCEPTS,INNOVATIVE MANAGEMENT CONCEPTS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INNOVATIVE MANAGEMENT TECHNOLOGY APPROACHES,INNOVATIVE MANAGEMENT TECHNOLOGY APPROACHES,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INNOVATIVE MECHANICAL CONTRACTORS,INNOVATIVE MECHANICAL CONTRACTORS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INNOVATIVE MEDICAL EQUIPMENT,INNOVATIVE MEDICAL EQUIPMENT,ida_oh|usaspending,2,,Y,,,,,,,,,,,,,,,,,,Y
INNOVATIVE PEST MANAGEMENT,INNOVATIVE PEST MANAGEMENT,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INNOVATIVE PRODUCT ACHIEVEMENTS,INNOVATIVE PRODUCT ACHIEVEMENTS,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INNOVATIVE ROUTINES INTERNATIONAL,INNOVATIVE ROUTINES INTERNATIONAL,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INNOVATIVE SCIENTIFIC SOLUTIONS,INNOVATIVE SCIENTIFIC SOLUTIONS,ida_oh|usaspending,2,,Y,,,,,,,,,,,,,,,,,,Y
INNOVATIVE SIGNAL ANALYSIS,INNOVATIVE SIGNAL ANALYSIS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INNOVATIVE SOLUTIONS SUPPORT,INNOVATIVE SOLUTIONS SUPPORT,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INNOVATIVE SPORTS TRAINING,INNOVATIVE SPORTS TRAINING,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INNOVATIVE STEEL ERECTORS,INNOVATIVE STEEL ERECTORS,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
INNOVATIVE SYSTEMS,INNOVATIVE SYSTEMS,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INNOVATIVE SYSTEMS GROUP OF FLORIDA,INNOVATIVE SYSTEMS GROUP OF FLORIDA,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INNOVATIVE TECHNICAL SOLUTIONS,INNOVATIVE TECHNICAL SOLUTIONS,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
INNOVATIVE TRANSDUCER IMPLEMENTATION,INNOVATIVE TRANSDUCER IMPLEMENTATION,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INNOVATIVE WIRELESS TECHNOLOGIES,INNOVATIVE WIRELESS TECHNOLOGIES,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INNOVISION,INNOVISION,ida_oh|usaspending,2,,Y,,,,,,,,,,,,,,,,,,Y
INNVEST HOTELS,INNVEST HOTELS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INO THERAPEUTICS,INO THERAPEUTICS,osha|usaspending,2,,,,,,,,,,,,,,,,Y,,,,Y
INOVCARES CONNECTED COMPREHENSIVE HEALTHCARE,INOVCARES CONNECTED COMPREHENSIVE HEALTHCARE,nih_exporter|sam_gov,2,,,,,,,,,,,,,,,Y,,,,Y,
INOVITECH,INOVITECH,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INQ,INQ,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INQEM,INQEM,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INQUEST SOLUTIONS,INQUEST SOLUTIONS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INSIGHT,INSIGHT,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
INSIGHT EDUCATION SYSTEMS,INSIGHT EDUCATION SYSTEMS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INSIGHT ENVIRONMENTAL ENGINEERING CONSTRUCTION,INSIGHT ENVIRONMENTAL ENGINEERING CONSTRUCTION,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INSIGHT ESI,INSIGHT ESI,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INSIGHT SCHOOL OF CALIFORNIA,Insight School of California,charter_school|sam_gov,2,,,,Y,,,,,,,,,,,,,,,Y,
INSIGHT TECHNOLOGY SOLUTIONS,INSIGHT TECHNOLOGY SOLUTIONS,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INSILICOM,INSILICOM,nih_exporter|usaspending,2,,,,,,,,,,,,,,,Y,,,,,Y
INSITU,INSITU,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INSPECTION EXPERTS,INSPECTION EXPERTS,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INSPHERO,INSPHERO,nih_exporter|usaspending,2,,,,,,,,,,,,,,,Y,,,,,Y
INSPIRATION AT WORK,INSPIRATION AT WORK,nih_exporter|sam_gov,2,,,,,,,,,,,,,,,Y,,,,Y,
INSPIRE EVENTS,INSPIRE EVENTS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INSPIRED SOLUTIONS,INSPIRED SOLUTIONS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INSPIRED THERAPEUTICS,INSPIRED THERAPEUTICS,nih_exporter|sam_gov,2,,,,,,,,,,,,,,,Y,,,,Y,
INSTALLATION SERVICES,INSTALLATION SERVICES,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INSTANOSIS,INSTANOSIS,nih_exporter|sam_gov,2,,,,,,,,,,,,,,,Y,,,,Y,
INSTANT CASH ADVANCE,INSTANT CASH ADVANCE,cfpb|dol_whd,2,,,,,,,,,,,,,,Y,,,,Y,,
INSTEM LSS NORTH AMERICA,INSTEM LSS NORTH AMERICA,nih_exporter|usaspending,2,,,,,,,,,,,,,,,Y,,,,,Y
INSTITUT NATIONAL D OPTIQUE,INSTITUT NATIONAL D OPTIQUE,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INSTITUT PASTEUR,Institut Pasteur,fara_principal|nih_exporter,2,,,,,,,,,,,,,Y,,Y,,,,,
INSTITUT PASTEUR DE TUNIS,INSTITUT PASTEUR DE TUNIS,nih_exporter|usaspending,2,,,,,,,,,,,,,,,Y,,,,,Y
INSTITUT PASTEUR DU LAOS,INSTITUT PASTEUR DU LAOS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INSTITUTE FOR CLINICAL PHARMACODYNAMICS,INSTITUTE FOR CLINICAL PHARMACODYNAMICS,nih_exporter|usaspending,2,,,,,,,,,,,,,,,Y,,,,,Y
INSTITUTE FOR FORENSIC PSYCHOLOGY,INSTITUTE FOR FORENSIC PSYCHOLOGY,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INSTITUTE FOR HUMAN CENTERED DESIGN,INSTITUTE FOR HUMAN CENTERED DESIGN,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INSTITUTE FOR MOLECULAR MEDICINE,INSTITUTE FOR MOLECULAR MEDICINE,nih_exporter|sam_gov,2,,,,,,,,,,,,,,,Y,,,,Y,
INSTITUTE FOR SAFE MEDICATION PRACTICES,INSTITUTE FOR SAFE MEDICATION PRACTICES,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INSTITUTIONS SERVICES,INSTITUTIONS SERVICES,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INSTITUTO ARGENTINO DE PROMOCION DEL INTERCAMBIO,Instituto Argentino de Promocion del Intercambio,fara|fara_principal,2,,,,,,,Y,,,,,,Y,,,,,,,
INSTITUTO DE BIOLOGIA MOLECULAR Y CELULAR DE ROSARIO,INSTITUTO DE BIOLOGIA MOLECULAR Y CELULAR DE ROSARIO,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INSTITUTO LATINOAMERICANO DEL FIERRO Y EL ACERO,Instituto Latinoamericano del Fierro y el Acero,fara|fara_principal,2,,,,,,,Y,,,,,,Y,,,,,,,
INSTITUTUL NATIONAL DE CERCETARE DEZVOLTARE PENTRU FIZICA PAMANTULUI INCDFP RA,INSTITUTUL NATIONAL DE CERCETARE DEZVOLTARE PENTRU FIZICA PAMANTULUI INCDFP RA,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INSTRU MET,INSTRU MET,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INSTRUMENTATION LABORATORY JAPAN,INSTRUMENTATION LABORATORY JAPAN,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INSTRUMENTS,INSTRUMENTS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INSUL,INSUL,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
INSULATING SALES,INSULATING SALES,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
INSULATING SERVICES,INSULATING SERVICES,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
INSULATION CONTRACTORS,INSULATION CONTRACTORS,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
INSULATION ENVIRONMENTAL SERVICES,INSULATION ENVIRONMENTAL SERVICES,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
INSULATION SALES SERVICE,INSULATION SALES SERVICE,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
INSULATION SOURCES,INSULATION SOURCES,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INSULATION TECHNOLOGIES,INSULATION TECHNOLOGIES,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
INSULFOAM,INSULFOAM LLC,dol_whd|water_epa,2,,,,,,,,,Y,,,,,Y,,,,,,
INSURANCE AUTO AUCTION,INSURANCE AUTO AUCTION,dol_whd|water_epa,2,,,,,,,,,Y,,,,,Y,,,,,,
INSURANCE AUTO AUCTIONS,INSURANCE AUTO AUCTIONS,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INTAILOR BARIATRICS,INTAILOR BARIATRICS,nih_exporter|sam_gov,2,,,,,,,,,,,,,,,Y,,,,Y,
INTAT PRECISION,INTAT PRECISION INCORPORATED,dol_whd|water_epa,2,,,,,,,,,Y,,,,,Y,,,,,,
INTEC GROUP,INTEC GROUP,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INTECH CONSTRUCTION,INTECH CONSTRUCTION,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
INTECON,INTECON,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INTEGRA RESEARCH,INTEGRA RESEARCH,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INTEGRAL AEROSPACE,INTEGRAL AEROSPACE LLC,usaspending|water_epa,2,,,,,,,,,Y,,,,,,,,,,,Y
INTEGRAL BLUE,INTEGRAL BLUE,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INTEGRAL GLOBAL CONSULTING,INTEGRAL GLOBAL CONSULTING,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INTEGRAL STRUCTURES,INTEGRAL STRUCTURES,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
INTEGRATED AIRLINE SERVICES,INTEGRATED AIRLINE SERVICES,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
INTEGRATED BEHAVIORAL HEALTH,INTEGRATED BEHAVIORAL HEALTH,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INTEGRATED COMPUTER SOLUTIONS,INTEGRATED COMPUTER SOLUTIONS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INTEGRATED ELECTRONIC SYSTEMS,INTEGRATED ELECTRONIC SYSTEMS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INTEGRATED FEDERAL SERVICES JV,INTEGRATED FEDERAL SERVICES JV,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INTEGRATED FINANCIAL ENGINEERING,INTEGRATED FINANCIAL ENGINEERING,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INTEGRATED INFORMATION SYSTEMS,INTEGRATED INFORMATION SYSTEMS,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INTEGRATED LABORATORY SYSTEMS,INTEGRATED LABORATORY SYSTEMS,nih_exporter|usaspending,2,,,,,,,,,,,,,,,Y,,,,,Y
INTEGRATED LOGISTICAL SUPPORT,INTEGRATED LOGISTICAL SUPPORT,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INTEGRATED MAINTENANCE AND BUS SERVICES,INTEGRATED MAINTENANCE AND BUS SERVICES,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INTEGRATED MARINE SERVICES,INTEGRATED MARINE SERVICES,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INTEGRATED PROCESS SYSTEMS,INTEGRATED PROCESS SYSTEMS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INTEGRATED RESOURCES,INTEGRATED RESOURCES,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INTEGRATED ROADWAY SERVICES,INTEGRATED ROADWAY SERVICES,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
INTEGRATED SECURITY,INTEGRATED SECURITY,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
INTEGRATED SECURITY SOLUTIONS,INTEGRATED SECURITY SOLUTIONS,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INTEGRATED SECURITY TECHNOLOGIES,INTEGRATED SECURITY TECHNOLOGIES,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INTEGRATED SOLUTIONS FOR SYSTEMS,INTEGRATED SOLUTIONS FOR SYSTEMS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INTEGRATED SOLUTIONS GROUP,"Integrated Solutions Group, LLC",fara|sam_gov,2,,,,,,,Y,,,,,,,,,,,,Y,
INTEGRATED SUPPORT SYSTEMS,INTEGRATED SUPPORT SYSTEMS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INTEGRATED SYSTEMS,INTEGRATED SYSTEMS,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INTEGRATED SYSTEMS DESIGNS,INTEGRATED SYSTEMS DESIGNS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INTEGRATED SYSTEMS DEVELOPMENT,INTEGRATED SYSTEMS DEVELOPMENT,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INTEGRATED TECHNOLOGIES,INTEGRATED TECHNOLOGIES,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INTEGRATION INNOVATION,INTEGRATION INNOVATION,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INTEGRATION TECHNOLOGIES,INTEGRATION TECHNOLOGIES,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INTEGRIS HEALTH,INTEGRIS HEALTH,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
INTEGRITY CONSTRUCTION SERVICES,INTEGRITY CONSTRUCTION SERVICES,osha|sam_gov,2,,,,,,,,,,,,,,,,Y,,,Y,
INTEGRITY CONSULTING ENGINEERING SECURITY SOLUTIONS,INTEGRITY CONSULTING ENGINEERING SECURITY SOLUTIONS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INTEGRITY FINANCIAL PARTNERS,INTEGRITY FINANCIAL PARTNERS,dol_whd|ida_oh,2,,Y,,,,,,,,,,,,Y,,,,,,
INTEGRITY GRADING EXCAVATING,INTEGRITY GRADING EXCAVATING,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INTEGRITY MANAGEMENT CONSULTING,INTEGRITY MANAGEMENT CONSULTING,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INTEGRITY MANAGEMENT SERVICES,INTEGRITY MANAGEMENT SERVICES,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INTEGRITY MASONRY,INTEGRITY MASONRY,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
INTEGRITY NATIONAL,INTEGRITY NATIONAL,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INTEGRITY PLASTICS,INTEGRITY PLASTICS,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
INTEGRITY PROCUREMENT PROFESSIONALS,INTEGRITY PROCUREMENT PROFESSIONALS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INTEGRITY SECURITY SERVICES,INTEGRITY SECURITY SERVICES,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
INTEGRITY TREE SERVICE,INTEGRITY TREE SERVICE,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INTEGRITYONE PARTNERS,INTEGRITYONE PARTNERS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INTEGRIWARD,INTEGRIWARD,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INTELERAD MEDICAL SYSTEMS,INTELERAD MEDICAL SYSTEMS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INTELIBS,INTELIBS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INTELLECTECHS,INTELLECTECHS,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INTELLECTUAL CONCEPTS,INTELLECTUAL CONCEPTS,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INTELLIGENT CONTROL SYSTEMS COMPANY,INTELLIGENT CONTROL SYSTEMS COMPANY,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INTELLIGENT HEARING SYSTEMS,INTELLIGENT HEARING SYSTEMS,nih_exporter|usaspending,2,,,,,,,,,,,,,,,Y,,,,,Y
INTELLIGENT OPTICAL SYSTEMS,INTELLIGENT OPTICAL SYSTEMS,nih_exporter|usaspending,2,,,,,,,,,,,,,,,Y,,,,,Y
INTELLIGENT ULTRASOUND NORTH AMERICA,INTELLIGENT ULTRASOUND NORTH AMERICA,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INTELLIGRATED COMMUNICATIONS,INTELLIGRATED COMMUNICATIONS,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
INTELLIHARTX,INTELLIHARTX,dol_whd|ida_oh,2,,Y,,,,,,,,,,,,Y,,,,,,
INTELLIPOINT CONSULTING,INTELLIPOINT CONSULTING,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INTELLISENSE SYSTEMS,INTELLISENSE SYSTEMS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INTELLISYS SOLUTIONS GROUP,INTELLISYS SOLUTIONS GROUP,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INTER CON SECURITY SYSTEMS,INTER CON SECURITY SYSTEMS,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INTER TRIBAL COUNCIL OF ARIZONA,INTER TRIBAL COUNCIL OF ARIZONA,nih_exporter|usaspending,2,,,,,,,,,,,,,,,Y,,,,,Y
INTERACTIVE GOVERNMENT HOLDINGS,INTERACTIVE GOVERNMENT HOLDINGS,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INTERACTIVE MEDIA,INTERACTIVE MEDIA,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INTERACTIVE TECHNOLOGIES GROUP,INTERACTIVE TECHNOLOGIES GROUP,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INTERCITY TRANSIT,INTERCITY TRANSIT,dol_whd|water_epa,2,,,,,,,,,Y,,,,,Y,,,,,,
INTERCON CONSTRUCTION,INTERCON CONSTRUCTION,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
INTERCON SOLUTIONS,INTERCON SOLUTIONS,dol_whd|water_epa,2,,,,,,,,,Y,,,,,Y,,,,,,
INTERCON TRUCK EQUIPMENT,INTERCON TRUCK EQUIPMENT,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INTERCON TRUCK OF BALTIMORE,INTERCON TRUCK OF BALTIMORE,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INTERCONTINENTAL EXCHANGE,Intercontinental Exchange Inc,capitol_trade|cfpb,2,,,,,,,,Y,,,,,,,,,,Y,,
INTERCONTINENTAL HOTELS GROUP,Intercontinental Hotels Group PLC,capitol_trade|dol_whd,2,,,,,,,,Y,,,,,,Y,,,,,,
INTERCONTINENTAL TERMINALS,INTERCONTINENTAL TERMINALS CO.,sam_gov|water_epa,2,,,,,,,,,Y,,,,,,,,,,Y,
INTERDYNE,INTERDYNE,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INTERFAITH COMMUNITY SERVICES,INTERFAITH COMMUNITY SERVICES,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INTERFAITH MEDICAL CENTER,INTERFAITH MEDICAL CENTER,dol_whd|hrsa_340b,2,,,,,,,,,,,Y,,,Y,,,,,,
INTERFUZE,INTERFUZE,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INTERGLOBAL LOGISTICS,INTERGLOBAL LOGISTICS,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
INTERGOVT SOLUTIONS,INTERGOVT SOLUTIONS,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INTERGRAPH,INTERGRAPH,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INTERIM HEALTHCARE OF PITTSBURGH,INTERIM HEALTHCARE OF PITTSBURGH,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
INTERIOR COMMUNITY HEALTH CENTER,INTERIOR COMMUNITY HEALTH CENTER INC,dol_whd|hrsa_340b,2,,,,,,,,,,,Y,,,Y,,,,,,
INTERIOR CONCEPTS,INTERIOR CONCEPTS,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
INTERIOR DESIGN ARCHITECTURE,INTERIOR DESIGN ARCHITECTURE,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INTERIOR FUSION,INTERIOR FUSION,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INTERIOR FUSION MELBOURNE,INTERIOR FUSION MELBOURNE,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INTERIOR MAINTENANCE COMPANY,INTERIOR MAINTENANCE COMPANY,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INTERIOR PLANTSCAPES,INTERIOR PLANTSCAPES,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INTERIOR SHOWPLACE,INTERIOR SHOWPLACE,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INTERIOR SUPPLY,INTERIOR SUPPLY,dol_whd|ida_oh,2,,Y,,,,,,,,,,,,Y,,,,,,
INTERIOR SYSTEMS,INTERIOR SYSTEMS,osha|usaspending,2,,,,,,,,,,,,,,,,Y,,,,Y
INTERLINC MORTGAGE SERVICES,INTERLINC MORTGAGE SERVICES,cfpb|sam_gov,2,,,,,,,,,,,,,,,,,,Y,Y,
INTERLINK ELECTRONICS,INTERLINK ELECTRONICS,nih_exporter|usaspending,2,,,,,,,,,,,,,,,Y,,,,,Y
INTERLOCK INDUSTRIES,INTERLOCK INDUSTRIES,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
INTERMOUNTAIN ELECTRIC,INTERMOUNTAIN ELECTRIC,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
INTERMOUNTAIN ELECTRONICS OF PRICE UTAH,INTERMOUNTAIN ELECTRONICS OF PRICE UTAH,ida_oh|usaspending,2,,Y,,,,,,,,,,,,,,,,,,Y
INTERMOUNTAIN FARMERS ASSOCIATION,INTERMOUNTAIN FARMERS ASSOCIATION,osha|usaspending,2,,,,,,,,,,,,,,,,Y,,,,Y
INTERMOUNTAIN HEALTH ST VINCENT REGIONAL HOSPITAL,INTERMOUNTAIN HEALTH ST VINCENT REGIONAL HOSPITAL,faith_hospital|hrsa_340b,2,,,,,Y,,,,,,Y,,,,,,,,,
INTERMOUNTAIN TECHNICAL SOLUTIONS,INTERMOUNTAIN TECHNICAL SOLUTIONS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INTERNATIONAL ADVANTAGE,INTERNATIONAL ADVANTAGE,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
INTERNATIONAL AIDS VACCINE INITIATIVE,INTERNATIONAL AIDS VACCINE INITIATIVE,nih_exporter|usaspending,2,,,,,,,,,,,,,,,Y,,,,,Y
INTERNATIONAL AIR TRANSPORT ASSOCIATION,International Air Transport Association,fara_principal|usaspending,2,,,,,,,,,,,,,Y,,,,,,,Y
INTERNATIONAL AMERICAN SUPERMARKETS,INTERNATIONAL AMERICAN SUPERMARKETS,dol_whd|ida_oh,2,,Y,,,,,,,,,,,,Y,,,,,,
INTERNATIONAL ARMOR,INTERNATIONAL ARMOR,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INTERNATIONAL AROMATICS,INTERNATIONAL AROMATICS INC,dol_whd|water_epa,2,,,,,,,,,Y,,,,,Y,,,,,,
INTERNATIONAL ASSOCIATION OF CHIEFS OF POLICE,International Association of Chiefs of Police,opioid_vendor|usaspending,2,,,,,,,,,,,,Y,,,,,,,,Y
INTERNATIONAL AUTOMATED SYSTEMS,INTERNATIONAL AUTOMATED SYSTEMS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
INTERNATIONAL BAKERY,INTERNATIONAL BAKERY,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
INTERNATIONAL BUSINESS COMMUNICATIONS,International Business Communications,fara|fara_principal,2,,,,,,,Y,,,,,,Y,,,,,,,
INTERNATIONAL CARTRIDGE,INTERNATIONAL CARTRIDGE,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
INTERNATIONAL COMMUNITY HEALTH SERVICES,INTERNATIONAL COMMUNITY HEALTH SERVICES,hrsa_340b|sam_gov,2,,,,,,,,,,,Y,,,,,,,,Y,
