state_code,county_fips,total_apps,originations,denials,denial_rate,denial_rate_white,denial_rate_black,denial_rate_hispanic,disparity_ratio_black,disparity_ratio_hispanic,white_apps,black_apps,hispanic_apps
MO,29041,100,86.0,14.0,0.14,0.1294,1.0,,7.73,,85.0,1.0,0.0
VA,51103,196,170.0,26.0,0.1327,0.0677,0.5217,0.0,7.71,0.0,133.0,23.0,1.0
WA,53051,208,175.0,33.0,0.1587,0.1296,1.0,0.2,7.71,1.54,162.0,1.0,5.0
PA,42093,203,182.0,21.0,0.1034,0.1301,1.0,0.0,7.68,0.0,146.0,1.0,4.0
IL,17067,160,140.0,20.0,0.125,0.1329,1.0,0.0,7.53,0.0,143.0,1.0,6.0
MI,26103,642,569.0,73.0,0.1137,0.1002,0.75,0.5,7.48,4.99,489.0,4.0,2.0
CO,08007,288,262.0,26.0,0.0903,0.0673,0.5,0.2941,7.43,4.37,223.0,2.0,17.0
IN,18151,520,446.0,74.0,0.1423,0.135,1.0,0.1053,7.41,0.78,452.0,1.0,19.0
ND,38093,255,236.0,19.0,0.0745,0.0452,0.3333,0.1429,7.37,3.16,199.0,3.0,7.0
IN,18113,667,594.0,73.0,0.1094,0.0917,0.6667,0.1587,7.27,1.73,578.0,3.0,63.0
WY,56001,446,414.0,32.0,0.0717,0.069,0.5,0.1765,7.25,2.56,348.0,2.0,34.0
WI,55015,781,717.0,64.0,0.0819,0.0704,0.5,0.2105,7.11,2.99,668.0,4.0,19.0
IA,19077,195,169.0,26.0,0.1333,0.142,1.0,0.1667,7.04,1.17,162.0,1.0,6.0
NY,36123,270,251.0,19.0,0.0704,0.0711,0.5,0.2,7.03,2.81,225.0,2.0,5.0
IA,19159,76,64.0,12.0,0.1579,0.1452,1.0,0.0,6.89,0.0,62.0,1.0,1.0
KS,20145,71,59.0,12.0,0.169,0.1452,1.0,0.0,6.89,0.0,62.0,1.0,1.0
UT,49051,963,825.0,138.0,0.1433,0.1456,1.0,0.2619,6.87,1.8,783.0,1.0,84.0
NE,31047,220,187.0,33.0,0.15,0.1466,1.0,0.1667,6.82,1.14,191.0,1.0,66.0
MS,28105,677,517.0,160.0,0.2363,0.0907,0.6154,0.4167,6.79,4.6,386.0,169.0,12.0
SD,46027,164,139.0,25.0,0.1524,0.1484,1.0,0.5,6.74,3.37,128.0,1.0,4.0
SD,46065,235,202.0,33.0,0.1404,0.1503,1.0,0.0,6.66,0.0,193.0,1.0,4.0
OH,39107,279,236.0,43.0,0.1541,0.1502,1.0,0.5,6.66,3.33,253.0,1.0,4.0
WI,55033,549,453.0,96.0,0.1749,0.1506,1.0,0.5,6.64,3.32,425.0,1.0,2.0
ID,16085,387,333.0,54.0,0.1395,0.1526,1.0,0.3636,6.55,2.38,321.0,1.0,11.0
WV,54075,115,96.0,19.0,0.1652,0.1531,1.0,0.0,6.53,0.0,98.0,1.0,2.0
NY,36121,411,346.0,65.0,0.1582,0.1538,1.0,0.2,6.5,1.3,377.0,1.0,5.0
VT,50015,382,322.0,60.0,0.1571,0.1575,1.0,0.3333,6.35,2.12,292.0,1.0,9.0
IN,18077,523,433.0,90.0,0.1721,0.1582,1.0,0.6667,6.32,4.21,455.0,1.0,9.0
AK,02110,332,301.0,31.0,0.0934,0.0796,0.5,0.1429,6.28,1.79,226.0,2.0,14.0
MN,27063,92,75.0,17.0,0.1848,0.16,1.0,0.3333,6.25,2.08,75.0,1.0,6.0
MS,28083,194,152.0,42.0,0.2165,0.0617,0.3827,0.2857,6.2,4.63,81.0,81.0,7.0
TN,47171,211,174.0,37.0,0.1754,0.162,1.0,0.4,6.17,2.47,179.0,1.0,10.0
MO,29009,499,419.0,80.0,0.1603,0.1629,1.0,0.2821,6.14,1.73,399.0,1.0,39.0
MI,26047,402,338.0,64.0,0.1592,0.1631,1.0,0.4,6.13,2.45,331.0,3.0,5.0
LA,22125,174,145.0,29.0,0.1667,0.0917,0.56,0.0,6.11,0.0,120.0,25.0,1.0
NH,33003,953,792.0,161.0,0.1689,0.1649,1.0,0.4,6.06,2.43,776.0,1.0,15.0
PA,42065,464,386.0,78.0,0.1681,0.1655,1.0,1.0,6.04,6.04,423.0,1.0,1.0
WA,53009,1021,918.0,103.0,0.1009,0.0831,0.5,0.1818,6.02,2.19,770.0,6.0,33.0
CO,08085,739,645.0,94.0,0.1272,0.1258,0.75,0.2174,5.96,1.73,604.0,4.0,92.0
MO,29025,143,114.0,29.0,0.2028,0.1681,1.0,0.0,5.95,0.0,113.0,4.0,2.0
MN,27021,510,463.0,47.0,0.0922,0.0845,0.5,0.25,5.92,2.96,426.0,2.0,4.0
CO,08073,81,68.0,13.0,0.1605,0.1692,1.0,0.1818,5.91,1.07,65.0,1.0,11.0
WI,55023,141,116.0,25.0,0.1773,0.1695,1.0,0.0,5.9,0.0,118.0,1.0,2.0
CO,08097,415,348.0,67.0,0.1614,0.1706,1.0,0.5,5.86,2.93,299.0,1.0,16.0
VA,51145,493,441.0,52.0,0.1055,0.0823,0.4737,0.0952,5.76,1.16,389.0,19.0,21.0
MO,29107,533,486.0,47.0,0.0882,0.0876,0.5,0.1667,5.71,1.9,445.0,10.0,6.0
KS,20117,64,53.0,11.0,0.1719,0.1754,1.0,0.3333,5.7,1.9,57.0,1.0,3.0
MO,29093,138,110.0,28.0,0.2029,0.178,1.0,1.0,5.62,5.62,118.0,1.0,1.0
IN,18129,388,316.0,72.0,0.1856,0.1791,1.0,0.25,5.58,1.4,335.0,1.0,4.0
OK,40149,120,95.0,25.0,0.2083,0.1798,1.0,0.0909,5.56,0.51,89.0,1.0,11.0
SC,45013,5033,3955.0,1078.0,0.2142,0.1298,0.7171,0.4048,5.52,3.12,3305.0,601.0,294.0
NE,31145,103,95.0,8.0,0.0777,0.061,0.3333,0.0,5.47,0.0,82.0,3.0,4.0
OH,39075,231,208.0,23.0,0.0996,0.0919,0.5,0.0,5.44,0.0,185.0,2.0,1.0
MO,29109,625,514.0,111.0,0.1776,0.184,1.0,0.1892,5.44,1.03,511.0,2.0,37.0
VA,51175,211,177.0,34.0,0.1611,0.0851,0.4615,0.0,5.42,0.0,141.0,39.0,3.0
MN,27131,775,720.0,55.0,0.071,0.0615,0.3333,0.0714,5.42,1.16,650.0,12.0,56.0
NC,37185,316,240.0,76.0,0.2405,0.1034,0.56,0.4,5.41,3.87,174.0,75.0,15.0
