facility_name,facility_name_norm,state,county,facility_type,severity_score,total_penalties,total_donated,donation_count,unique_donors,unique_committees,years_active
TECTONIC ENGINEERING WS,TECTONIC ENGINEERING WS,NY,,water_system,15.0,0.0,32562.0,172,13,24,"2016,2017,2018,2019,2020,2021,2022,2023,2024"
BUTLER MEMORIAL HOSPITAL,BUTLER MEMORIAL HOSPITAL,PA,BUTLER,industrial,10.0,0.0,32553.0,183,34,30,"2015,2016,2017,2018,2019,2020,2021,2022,2024"
DRILLING TOOLS INTERNATIONAL INC,DRILLING TOOLS INTERNATIONAL,LA,LAFAYETTE,industrial,10.0,0.0,32524.0,88,9,13,"2016,2017,2018,2019,2020,2021,2022,2024"
UNIVERSITY OF MIAMI HOSPITAL & CLINICS,UNIVERSITY OF MIAMI HOSPITAL CLINICS,FL,MIAMI-DADE,industrial,10.0,0.0,32522.0,343,10,27,"2015,2016,2017,2018,2019,2020,2021,2022"
EAGLE HILL SCHOOL,EAGLE HILL SCHOOL,MA,WORCESTER,water_system,40.0,0.0,32505.0,199,28,16,"2015,2016,2018,2019,2020,2021,2022,2024"
RECKITT & BENCKISER INC,RECKITT BENCKISER,NJ,BERGEN,industrial,25.0,0.0,32502.0,205,23,26,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
OK FOODS - MULDROW,OK FOODS MULDROW,OK,SEQUOYAH,industrial,10.0,0.0,32500.0,13,5,1,"2015,2016,2017,2018,2019,2020,2022"
SKOLNIK INDUSTRIES INC,SKOLNIK INDUSTRIES,IL,COOK,industrial,35.0,10000.0,32500.0,48,4,8,"2016,2019,2020,2021,2022,2024"
CARMAX AUTO SUPERSTORE,CARMAX AUTO SUPERSTORE,MO,JACKSON,industrial,10.0,0.0,32492.0,10,2,4,"2017,2018,2019,2021,2023"
TJ CAMPBELL CONST C/2547 E WATERLOO RD,TJ CAMPBELL CONST C 2547 E WATERLOO RD,OK,LOGAN,industrial,10.0,0.0,32489.0,41,5,8,"2018,2020,2022,2024"
JC PENNEY,JC PENNEY,NM,SANTA FE,industrial,10.0,0.0,32484.0,684,67,46,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
"SOUTHERN STATES COOPERATIVE - PRESTON, MD",SOUTHERN STATES COOPERATIVE PRESTON MD,MD,CAROLINE,industrial,10.0,0.0,32481.0,103,31,14,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
EAST PENN MFG CO,EAST PENN MFG,PA,,water_system,0.0,0.0,32461.0,185,26,28,"2015,2016,2018,2019,2020,2021,2022,2023,2024"
ALFRED STATE COLLEGE,ALFRED STATE COLLEGE,NY,ALLEGANY,water_system,35.0,0.0,32459.0,619,22,25,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
CENTRAL CHURCH OF CHRIST,CENTRAL CHURCH OF CHRIST,FL,SEMINOLE,water_system,15.0,0.0,32450.0,394,35,37,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
CENTERFIELD,CENTERFIELD,UT,SANPETE,industrial,15.0,0.0,32446.0,25,4,13,"2019,2020,2022"
GLIMMERGLASS FESTIVAL THEATER-TREATMENT PLANT (CHLORINATION),GLIMMERGLASS FESTIVAL THEATER TREATMENT PLANT CHLORINATION,NY,OTSEGO,industrial,10.0,0.0,32443.0,262,3,14,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
CONCORD ACADEMY,CONCORD ACADEMY,MI,,water_system,0.0,0.0,32443.0,309,24,34,"2016,2017,2018,2019,2020,2021,2022,2023,2024"
PORTSMOUTH WATER & FIRE DISTRICT,PORTSMOUTH WATER FIRE DISTRICT,RI,NEWPORT,water_system,35.0,0.0,32433.0,161,18,5,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
BAINBRIDGE ISLAND CITY OF,BAINBRIDGE ISLAND CITY OF,WA,KITSAP,industrial,25.0,0.0,32430.0,327,23,21,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
SAMUEL CORALUZZO COMPANY INC,SAMUEL CORALUZZO COMPANY,NJ,CUMBERLAND,industrial,25.0,0.0,32428.0,52,6,9,"2017,2018,2019,2020,2021,2022,2023,2024"
MILLS FLEET FARM,MILLS FLEET FARM,WI,DUNN COUNTY,water_system,25.0,0.0,32427.0,27,12,12,"2015,2016,2017,2018,2019,2020,2024"
ST LUKE'S FRUITLAND MEDICAL PLAZA,ST LUKE S FRUITLAND MEDICAL PLAZA,ID,PAYETTE COUNTY,industrial,10.0,0.0,32426.0,132,30,32,"2015,2016,2017,2018,2019,2020,2022,2023,2024"
MONTGOMERY CENTER,MONTGOMERY CENTER,FL,,water_system,0.0,0.0,32425.0,43,15,15,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
CENTRAL HEIGHTS ELEMENTARY SCHOOL,CENTRAL HEIGHTS ELEMENTARY SCHOOL,TN,SULLIVAN,industrial,10.0,0.0,32417.0,54,18,14,"2015,2016,2020,2021,2022,2023,2024"
TWIN RIVERS WATER CORPORATION,TWIN RIVERS WATER,OH,,water_system,0.0,0.0,32416.0,893,29,28,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
CITY OF WESTMINSTER,CITY OF WESTMINSTER,MD,,water_system,15.0,0.0,32403.0,378,44,37,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
BALDWIN FILTERS INC,BALDWIN FILTERS,NE,BUFFALO,industrial,25.0,0.0,32401.0,84,1,18,"2015,2018,2019,2020,2021,2022,2023,2024"
DUNKIN DONUTS-NAPLES,DUNKIN DONUTS NAPLES,ME,CUMBERLAND,water_system,35.0,0.0,32400.0,8,2,3,"2020,2021,2022"
WILSON TRAILER PARK,WILSON TRAILER PARK,LA,VERNON,industrial,10.0,0.0,32390.0,55,10,14,"2016,2017,2018,2019,2020,2021,2022,2023,2024"
SAN YSIDRO HEALTH - MHFM-UV TREATMENT,SAN YSIDRO HEALTH MHFM UV TREATMENT,CA,SAN DIEGO COUNTY,industrial,10.0,0.0,32387.0,171,31,24,"2016,2018,2019,2020,2021,2022,2023,2024"
BELGIOIOSO CHEESE INC,BELGIOIOSO CHEESE,WI,OCONTO,industrial,20.0,0.0,32347.0,22,9,15,"2015,2016,2018,2019,2023,2024"
LAFOURCHE PARISH SCHOOL BOARD- BAYOU BLUE UPPER ELEMENTARY,LAFOURCHE PARISH SCHOOL BOARD BAYOU BLUE UPPER ELEMENTARY,LA,TERREBONNE,industrial,10.0,0.0,32346.0,460,56,39,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
"THE CHILD CARE CENTER, INCORPORATED",THE CHILD CARE CENTER,MA,,water_system,0.0,0.0,32345.0,271,40,36,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
HAMPDEN-SYDNEY COLLEGE,HAMPDEN SYDNEY COLLEGE,VA,,water_system,0.0,0.0,32327.0,241,28,25,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
ROCHESTER METAL PRODUCTS CORP,ROCHESTER METAL PRODUCTS,IN,FULTON,industrial,30.0,5000.0,32326.0,48,8,12,"2015,2016,2018,2020,2022,2023,2024"
ALBANY COMMUNITY SCHOOL,ALBANY COMMUNITY SCHOOL,VT,ORLEANS,water_system,25.0,0.0,32323.0,1325,33,32,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
"USA WASTE GENEVA LANDFILL, INC. (0204030303)",USA WASTE GENEVA LANDFILL 0204030303,OH,ASHTABULA,industrial,10.0,0.0,32318.0,14,7,7,"2015,2016,2017,2018,2019,2020,2022"
NICOLOCK PAVING STONES LLC,NICOLOCK PAVING STONES,NY,SUFFOLK,industrial,10.0,0.0,32312.0,88,11,12,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
MITCHELL'S OIL FIELD SERVICES - WATFORD CITY,MITCHELL S OIL FIELD SERVICES WATFORD CITY,ND,MCKENZIE,industrial,20.0,0.0,32307.0,151,10,14,"2015,2016,2018,2019,2020,2021,2022,2023"
HILTY'S CUSTOM MEATS - MIDDLETOWN,HILTY S CUSTOM MEATS MIDDLETOWN,MO,MONTGOMERY,industrial,20.0,0.0,32304.0,35,2,25,"2015,2016,2017,2019,2020,2022,2024"
H & M WOOD PRESERVING INC,H M WOOD PRESERVING,NC,ROWAN,industrial,25.0,4819.0,32300.0,12,4,7,"2015,2016,2017,2019,2020"
NASA JOHNSON SPACE CENTER WHITE SANDS TEST FACILITY,NASA JOHNSON SPACE CENTER WHITE SANDS TEST FACILITY,NM,DONA ANA,industrial,10.0,0.0,32291.0,325,30,28,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
THE DART BANK,THE DART BANK,MI,INGHAM COUNTY,industrial,25.0,0.0,32289.0,88,20,8,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
PETOSKEY PLASTICS,PETOSKEY PLASTICS,,,industrial,15.0,0.0,32289.0,31,8,11,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
VAN DYK TANK LINES INC COOL TRANSPORTS,VAN DYK TANK LINES COOL TRANSPORTS,CA,SAN BERNARDINO COUNTY,industrial,15.0,0.0,32277.0,142,25,20,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
"REDIMIX COMPANIES, INC. - MANCHESTER",REDIMIX COMPANIES MANCHESTER,NH,HILLS,industrial,25.0,0.0,32265.0,136,8,10,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
CASELLA WASTE SERVICES ONEONTA,CASELLA WASTE SERVICES ONEONTA,NY,OTSEGO,industrial,20.0,1710.0,32263.0,141,27,23,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
SOONER STATE BANK,SOONER STATE BANK,OK,OKLAHOMA,industrial,10.0,0.0,32250.0,86,13,5,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
SIEMENS CHARLOTTE TURBINE GENERATOR SERVICE CENTER,SIEMENS CHARLOTTE TURBINE GENERATOR SERVICE CENTER,NC,MECKLENBURG,industrial,10.0,0.0,32250.0,33,3,2,"2019,2020,2021"
TIMKEN US CORP - STANDARD PLANT,TIMKEN US STANDARD PLANT,CT,LITCHFIELD,industrial,15.0,0.0,32225.0,53,4,9,"2015,2016,2017,2018,2019,2020,2022,2023,2024"
PHOENIX CHILDRENS HOSPITAL,PHOENIX CHILDRENS HOSPITAL,AZ,MARICOPA,industrial,10.0,0.0,32212.0,424,58,38,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
JIM'S TANK SERVICE,JIM S TANK SERVICE,TN,TIPTON,industrial,10.0,0.0,32210.0,136,15,21,"2015,2016,2017,2019,2020,2021,2022,2023,2024"
PETOSKEY BAY VIEW COUNTRY CLUB,PETOSKEY BAY VIEW COUNTRY CLUB,,,industrial,20.0,0.0,32207.0,91,34,18,"2016,2017,2018,2020,2023,2024"
DAIRYLAND FARMS INC - CAFO PERMIT,DAIRYLAND FARMS CAFO PERMIT,MT,GALLATIN,industrial,25.0,0.0,32195.0,60,3,1,"2015,2016,2017,2018,2019,2020,2021"
BIOHAVEN PHARMACEUTICALS INC,BIOHAVEN PHARMACEUTICALS,PA,ALLEGHENY,industrial,10.0,0.0,32194.0,201,22,24,"2016,2019,2020,2021,2022,2024"
SCHNEIDER NATIONAL CARRIERS,SCHNEIDER NATIONAL CARRIERS,NC,SCOTLAND,industrial,25.0,0.0,32189.0,385,18,7,"2020,2021,2023,2024"
ALL AMERICAN ASPHALT,ALL AMERICAN ASPHALT,CA,LOS ANGELES,industrial,25.0,0.0,32184.0,47,15,15,"2015,2016,2017,2018,2019,2020,2021,2022,2024"
WILD RIVER CAMPGROUND,WILD RIVER CAMPGROUND,,COOS,industrial,10.0,0.0,32181.0,61,8,18,"2016,2018,2020,2021,2022,2023,2024"
SHELBY COUNTY GOVERNMENT- CHAPEL HILL S.D. STP,SHELBY COUNTY GOVERNMENT CHAPEL HILL S D STP,TN,SHELBY,industrial,10.0,0.0,32180.0,105,38,27,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
"LAKE CLUB, THE",LAKE CLUB THE,NY,,water_system,0.0,0.0,32179.0,309,44,32,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
HOME VALLEY WATER DISTRICT,HOME VALLEY WATER DISTRICT,WA,,water_system,0.0,0.0,32171.0,299,43,42,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
PEOPLES CREEK WATER SYSTEM,PEOPLES CREEK WATER SYSTEM,WA,SNOHOMISH,water_system,10.0,0.0,32167.0,926,16,1,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
"MONTEREY PARK-CITY, WATER DEPT.",MONTEREY PARK CITY WATER DEPT,CA,LOS ANGELES,water_system,30.0,0.0,32155.0,28,9,15,"2016,2020,2021,2022,2023,2024"
EVANSVILLE MARINE SERVICE INC,EVANSVILLE MARINE SERVICE,KY,HENDERSON,industrial,15.0,0.0,32150.0,18,3,10,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
SPEEDEE MART #2737,SPEEDEE MART 2737,NE,,water_system,0.0,0.0,32134.0,104,5,10,"2015,2016,2017,2018,2019,2020,2021"
CORAL WORLD-TREATMENT PLANT,CORAL WORLD TREATMENT PLANT,,ST. THOMAS ISLAND,industrial,15.0,0.0,32130.0,67,3,11,"2016,2017,2018,2020,2021,2022,2023,2024"
SKYLINE ELECTRIC AND MFG CO INC,SKYLINE ELECTRIC AND MFG,WA,KING,industrial,25.0,0.0,32125.0,25,3,6,"2016,2018,2019,2020,2022,2024"
TIMBER RIDGE RV VILLAGE-PLANT - 28323 FM 2978 (EXISTING),TIMBER RIDGE RV VILLAGE PLANT 28323 FM 2978 EXISTING,TX,MONTGOMERY,industrial,10.0,0.0,32110.0,20,6,8,"2015,2016,2018,2019,2020,2022,2023"
HEARTH AND HOME TECHNOLOGIES INC,HEARTH AND HOME TECHNOLOGIES,IA,HENRY,industrial,10.0,0.0,32106.0,178,35,31,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
"MG & T CAPITAL, LLC - RIGHT THERE TRAVEL CENTERS - JONESBORO",MG T CAPITAL RIGHT THERE TRAVEL CENTERS JONESBORO,AR,CRAIGHEAD,industrial,10.0,0.0,32105.0,31,8,17,"2015,2016,2018,2019,2020,2021,2023,2024"
R & D OLSON TENANT BUILDING,R D OLSON TENANT BUILDING,IL,,water_system,0.0,0.0,32101.0,92,16,22,"2015,2016,2017,2018,2019,2020,2021,2023,2024"
LAKE VIEW WATER SUPPLY,LAKE VIEW WATER SUPPLY,IA,,water_system,15.0,0.0,32096.0,263,21,31,"2016,2017,2018,2019,2020,2021,2022,2023,2024"
AMERICAN PANCAKE HOUSE,AMERICAN PANCAKE HOUSE,,,industrial,10.0,0.0,32094.0,122,28,32,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
HOBSON & MOTZER,HOBSON MOTZER,CT,MIDDLESEX,water_system,15.0,0.0,32092.0,50,8,11,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
PEARL HARBOR NAVAL SHIPYARD & INTERMEDIATE MAINTENANCE FACILITY,PEARL HARBOR NAVAL SHIPYARD INTERMEDIATE MAINTENANCE FACILITY,HI,HONOLULU,industrial,25.0,0.0,32086.0,775,22,29,"2016,2017,2018,2019,2020,2021,2022,2023,2024"
J B ROSE & SONS MIGRANT CAMP,J B ROSE SONS MIGRANT CAMP,NC,,water_system,0.0,0.0,32082.0,35,9,10,"2016,2017,2018,2019,2020,2021,2022,2023,2024"
ARRAY TECHNOLOGIES INC,ARRAY TECHNOLOGIES,NM,BERNALILLO COUNTY,industrial,25.0,0.0,32075.0,155,17,20,"2015,2016,2017,2018,2020,2022,2023,2024"
HOSPITAL OF THE PINES,HOSPITAL OF THE PINES,TX,MORRIS,industrial,10.0,0.0,32069.0,282,20,27,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
NORTHERN STATES POWER CO MINNESOTA AN XCEL ENERGY  CO SHEPARD RD EAGLE PKWY,NORTHERN STATES POWER MINNESOTA AN XCEL ENERGY SHEPARD RD EAGLE PKWY,MN,RAMSEY,industrial,10.0,0.0,32066.0,13,5,4,"2015,2016,2017,2021,2022,2023,2024"
O'NEILL VINTNERS & DISTILLERS,O NEILL VINTNERS DISTILLERS,CA,,water_system,15.0,0.0,32047.0,11,4,7,"2015,2016,2017,2018,2019,2022,2024"
"UNION FOR REFORM JUDAISM, HENRY S JACOBS CAMP",UNION FOR REFORM JUDAISM HENRY S JACOBS CAMP,MS,HINDS,industrial,10.0,0.0,32037.0,268,35,29,"2015,2016,2018,2019,2020,2021,2022,2023,2024"
TRINITY MEDICAL CENTER,TRINITY MEDICAL CENTER,TX,DENTON,industrial,25.0,0.0,32027.0,1054,38,48,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
LIGHTHOUSE BAPTIST CHURCH,LIGHTHOUSE BAPTIST CHURCH,IN,TIPPECANOE,both,15.0,0.0,32017.0,125,11,22,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
JAMESTOWN S'KLALLAM OUTPATIENT CLINIC,JAMESTOWN S KLALLAM OUTPATIENT CLINIC,WA,CLALLAM COUNTY,industrial,10.0,0.0,32015.0,76,17,20,"2015,2016,2017,2019,2020,2021,2022,2023,2024"
DAGGETT FUNERAL HOME BARRYTON,DAGGETT FUNERAL HOME BARRYTON,,,industrial,15.0,0.0,32014.0,369,63,37,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
IRWIN SEATING CO,IRWIN SEATING,MI,KENT,industrial,15.0,0.0,32012.0,77,10,24,"2016,2017,2018,2019,2020,2021,2022,2023,2024"
HOOSIER LAND PARK,HOOSIER LAND PARK,IN,MADISON,water_system,35.0,0.0,32011.0,18,9,6,"2015,2016,2017,2022,2023"
"RUSH CENTER, CITY OF",RUSH CENTER CITY OF,KS,RUSH,water_system,55.0,0.0,32008.0,202,19,23,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
PENDLETON WOOLEN MILLS,PENDLETON WOOLEN MILLS,WA,CLARK,industrial,15.0,0.0,32007.0,185,31,26,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
STONE POINT APARTMENTS,STONE POINT APARTMENTS,NC,,water_system,0.0,0.0,31964.0,29,6,13,"2015,2016,2017,2018,2020,2021,2022,2024"
TESTING MATTERS TOXICOLOGY,TESTING MATTERS TOXICOLOGY,FL,BROWARD,industrial,10.0,0.0,31950.0,11,2,4,"2022,2023"
NORMAN H. VOELKEL CONSTRUCTION,NORMAN H VOELKEL CONSTRUCTION,LA,ST. TAMMANY,industrial,10.0,0.0,31946.0,380,16,36,"2015,2016,2017,2018,2019,2020,2021,2022,2024"
WI DNR BRULE RIVER STATE FOREST STONE BRIDGE CANOE LANDING,WI DNR BRULE RIVER STATE FOREST STONE BRIDGE CANOE LANDING,WI,,water_system,0.0,0.0,31937.0,73,4,18,"2020,2024"
LUTHERAN CHURCH OF THE GOOD SHEPHERD,LUTHERAN CHURCH OF THE GOOD SHEPHERD,NJ,,water_system,15.0,0.0,31928.0,658,20,35,"2016,2017,2018,2019,2020,2021,2022,2023,2024"
AMERICAN TIRE RECYCLING LLC,AMERICAN TIRE RECYCLING,CO,DENVER,industrial,15.0,0.0,31916.0,70,21,23,"2015,2016,2017,2018,2019,2020,2022,2023,2024"
PENOBSCOT MCCRUM,PENOBSCOT MCCRUM,,,industrial,20.0,0.0,31900.0,12,4,2,"2015,2018,2024"
NGL TRANSPORTATION LLC,NGL TRANSPORTATION,CA,,industrial,10.0,0.0,31900.0,12,5,3,"2018,2019,2020,2021,2022,2023,2024"
NORTHWEST HAZELNUT COMPANY,NORTHWEST HAZELNUT COMPANY,OR,,water_system,0.0,0.0,31900.0,12,6,4,"2022,2024"
CHARLES G LAWSON TRUCKING LLC,CHARLES G LAWSON TRUCKING,AL,MONTGOMERY,industrial,20.0,0.0,31891.0,45,6,14,"2016,2017,2018,2020,2022,2023,2024"
FLORIDA DEPT OF CORRECTIONS - CENTRAL FL RECEPTION CENTER,FLORIDA DEPT OF CORRECTIONS CENTRAL FL RECEPTION CENTER,FL,ORANGE,industrial,20.0,1920.0,31871.0,698,33,30,"2015,2016,2017,2018,2019,2020,2021,2023,2024"
KENTUCKY FRIED CHICKEN,KENTUCKY FRIED CHICKEN,PA,,water_system,15.0,0.0,31866.0,90,12,12,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
NOVEL IRON WORKS INCORPORATED,NOVEL IRON WORKS,NH,ROCKINGHAM,industrial,15.0,0.0,31863.0,63,10,14,"2017,2019,2020,2021,2022,2023,2024"
SAVE-A-LOT,SAVE A LOT,MI,,water_system,0.0,0.0,31856.0,288,35,33,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
"T. R. VERNAL PAVING, INC.",T R VERNAL PAVING,NC,WAKE,industrial,10.0,0.0,31850.0,16,6,5,"2015,2016,2017,2019,2020,2021,2022"
BRICK RECYCLING WALL FAC,BRICK RECYCLING WALL FAC,NJ,MONMOUTH,industrial,25.0,0.0,31840.0,21,7,10,"2020,2021,2022,2023,2024"
RUTGERS HEALTH SCIENCES CAMPUS - NEWARK,RUTGERS HEALTH SCIENCES CAMPUS NEWARK,NJ,ESSEX,industrial,30.0,494000.0,31839.0,151,15,18,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
SHADY MAPLE,SHADY MAPLE,PA,LANCASTER,water_system,15.0,0.0,31831.0,86,9,9,"2019,2020,2021,2022,2023,2024"
PINE VALLEY COMMUNITY VILLAGE-BG751,PINE VALLEY COMMUNITY VILLAGE BG751,WI,RICHLAND,industrial,25.0,0.0,31813.0,81,15,14,"2016,2020,2021,2022,2023,2024"
TURTLE CREEK CMPGD - HOUSE & CMPGD,TURTLE CREEK CMPGD HOUSE CMPGD,WI,,water_system,0.0,0.0,31811.0,33,8,12,"2016,2017,2018,2019,2020,2021,2022,2023,2024"
RED GATE POWER PLANT,RED GATE POWER PLANT,TX,HIDALGO COUNTY,industrial,25.0,15300.0,31796.0,62,19,22,"2015,2016,2017,2018,2019,2020,2022,2023,2024"
FRANKLIN OIL CORP OHIO,FRANKLIN OIL OHIO,OH,CUYAHOGA,industrial,5.0,0.0,31794.0,326,29,26,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
AT HOME RESIDENTAL ASSISTED LIVING FACILITY,AT HOME RESIDENTAL ASSISTED LIVING FACILITY,WA,KING,industrial,10.0,0.0,31785.0,233,38,28,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
HENRY STREET LLC,HENRY STREET,IN,JOHNSON,industrial,10.0,0.0,31784.0,215,23,26,"2015,2016,2017,2018,2019,2020,2021,2022,2024"
E.M.E. INC/ELECTRO MACHINE & ENGINEERING,E M E ELECTRO MACHINE ENGINEERING,CA,LOS ANGELES COUNTY,industrial,10.0,0.0,31774.0,96,8,9,"2016,2017,2018,2019,2020,2021,2022"
JACKSON STREET STORM SEWER PHASE 2,JACKSON STREET STORM SEWER PHASE 2,CO,DENVER,industrial,10.0,0.0,31750.0,32,5,18,"2015,2016,2017,2018,2019,2020"
FRESH FOODS IGA,FRESH FOODS IGA,NC,,water_system,0.0,0.0,31747.0,47,11,12,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
MCNEIL PPC INC,MCNEIL PPC,NJ,MORRIS,industrial,10.0,0.0,31747.0,939,41,1,"2020,2021,2022"
COUNTRY INN & SUITES,COUNTRY INN SUITES,NY,OTSEGO,industrial,15.0,0.0,31721.0,78,25,11,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
THE BERRY FARM WEST,THE BERRY FARM WEST,FL,,water_system,0.0,0.0,31719.0,149,31,33,"2016,2018,2019,2020,2021,2022,2023,2024"
WILLIAMS FIELD SVC CO LLC/JONES COMP STA,WILLIAMS FIELD SVC JONES COMP STA,PA,SUSQUEHANNA COUNTY,industrial,10.0,0.0,31707.0,156,12,23,"2015,2016,2017,2018,2019,2020,2021,2022,2024"
MAX ENV TECH - YUKON FAC,MAX ENV TECH YUKON FAC,PA,WESTMORELAND,industrial,40.0,28500.0,31700.0,25,2,4,"2022,2023"
MADISON STATE HOSPITAL,MADISON STATE HOSPITAL,IN,JEFFERSON,water_system,15.0,0.0,31698.0,425,46,40,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
PALMIRA MENDIOLA LA JOYA ISD 25 WWTP,PALMIRA MENDIOLA LA JOYA ISD 25 WWTP,TX,HIDALGO,industrial,15.0,0.0,31697.0,1679,30,38,"2016,2017,2018,2019,2020,2021,2022,2023,2024"
"APM TERMINALS ELIZABETH, LLC.",APM TERMINALS ELIZABETH,NJ,UNION,industrial,25.0,97264.0,31688.0,492,26,21,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
HARRIS CORP COMPUTER SYSTEMS DIV,HARRIS COMPUTER SYSTEMS DIV,FL,BROWARD,industrial,10.0,0.0,31677.0,338,36,41,"2015,2016,2018,2019,2020,2021,2022,2023,2024"
ATLAS METAL PARTS CO INC,ATLAS METAL PARTS,WI,WAUKESHA,industrial,5.0,0.0,31670.0,75,7,13,"2019,2020,2021,2022,2023,2024"
KOHLER CO ARKANSAS FAUCET OP ERATIONS - SHERIDAN PLANT,KOHLER ARKANSAS FAUCET OP ERATIONS SHERIDAN PLANT,AR,GRANT,industrial,10.0,0.0,31666.0,207,14,2,"2015,2016,2017,2018,2019,2020,2024"
CHARLESTON RADIATION THERAPY,CHARLESTON RADIATION THERAPY,WV,KANAWHA,industrial,25.0,0.0,31650.0,5,4,4,"2016,2018,2022"
R J CORMAN RAILROAD - FAYETTE CO,R J CORMAN RAILROAD FAYETTE,KY,FAYETTE,industrial,10.0,0.0,31635.0,46,22,17,"2015,2016,2017,2018,2019,2021,2022,2024"
TUOHY FURNITURE CORP - CHATFIELD,TUOHY FURNITURE CHATFIELD,MN,FILLMORE,industrial,10.0,0.0,31630.0,28,5,9,"2015,2017,2018,2019,2022,2023"
HARPS FOOD STORES,HARPS FOOD STORES,OK,CLEVELAND,industrial,10.0,0.0,31630.0,25,8,9,"2016,2017,2018,2019,2020,2021,2022,2023,2024"
REGIONAL TRANSPORTATION DISTRICT,REGIONAL TRANSPORTATION DISTRICT,CO,BOULDER,industrial,25.0,0.0,31626.0,265,41,32,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
SPRING HOUSE HOTEL -ISLAND ENTERTAINMENT,SPRING HOUSE HOTEL ISLAND ENTERTAINMENT,RI,WASHINGTON,water_system,25.0,0.0,31625.0,23,10,9,"2016,2018,2019,2020,2022,2023,2024"
PRINCE GEORGES POOL,PRINCE GEORGES POOL,MD,PRINCE GEORGE'S,industrial,15.0,0.0,31624.0,188,44,17,"2016,2017,2018,2019,2020,2021,2022,2023,2024"
PROSPECT LAKE PARK,PROSPECT LAKE PARK,MA,,water_system,0.0,0.0,31620.0,125,7,14,"2015,2016,2018,2019,2020,2022,2024"
INSITUFORM DE PUERTO RICO INC,INSITUFORM DE PUERTO RICO,PR,GURABO MUNICIPIO,industrial,5.0,0.0,31618.0,188,22,17,"2016,2018,2020,2021,2022,2023,2024"
LATROBE SPECIALTY METALS,LATROBE SPECIALTY METALS,PA,WESTMORELAND,industrial,15.0,0.0,31609.0,838,60,5,"2016,2019,2020,2021,2022,2023,2024"
KINGMAN REGIONAL MEDICAL CENTER,KINGMAN REGIONAL MEDICAL CENTER,AZ,MOHAVE,industrial,10.0,0.0,31600.0,201,26,27,"2015,2016,2018,2019,2020,2021,2022,2024"
IOWA AMER WATER CO EAST RIVER STA,IOWA AMER WATER EAST RIVER STA,IA,SCOTT,industrial,20.0,0.0,31600.0,13,1,3,"2015,2016,2020,2022,2024"
